description,assigned_team
"Urgent: the CI/CD runner. Hello, The production pods keep getting OOMKilled, need higher limits. Also, the CI/CD runner is running at 100% CPU. When can this be fixed?",Cloud & Infrastructure
Question about the internal HR portal. The internal hr portal shows the wrong totals on the report. Appreciate any help.,Applications
"Help needed. Good morning, I'm completely locked out and can't start my day. Thanks in advance.",Identity & Access
"Issue with the call queue. Hello, Callers say they can hear me but I can't hear them on the softphone. Also, the call queue won't let me access voicemail. This is blocking my work.",Telephony
"Request: a phishing email. Good morning, A phishing email from an unknown IP in another country. Let me know what's needed.",Security
"Request: the design software license. Hey, The design software license shows a blank screen on the dashboard tab. When can this be fixed?",Applications
"Issue with a suspicious login. Hi team, A suspicious login I received and did not expect. Also, a suspicious login I received and did not expect. When can this be fixed?",Security
"Question about the VPN. Hi team, The vpn shows 'limited connectivity'. Also, the VPN is extremely slow during peak hours. When can this be fixed?",Network
"Issue. Hey, It says my account is locked and I can't get in. Can you take a look?",Email & Collaboration
"Hi team, Performance is terrible right now, everyone is complaining.",Network
"my laptop's Windows update. Windows update has been stuck installing for two days, can't use the laptop. Please advise.",Endpoint Management
"Request: the floor printer. Hi team, Requesting a second monitor and a docking station for my new desk. Thanks in advance.",Hardware
"Issue with my smartcard. Hello, My smartcard isn't a member of the right security group. Also, my smartcard needs read access to the finance share. Thanks in advance.",Identity & Access
"Problem: the accounting software. Hello, The accounting software needs to be installed on my new laptop. Thanks in advance.",Applications
"Question about my calendar. Hi, Cannot book the 5th floor meeting room, it doesn't appear in the room list. When can this be fixed?",Email & Collaboration
"Question. Hello, Response times are awful today and it keeps stalling. Can you take a look?",Cloud & Infrastructure
"Not working. Hi, After this morning my laptop just isn't behaving normally.",Hardware
"Help needed. Good morning, I can't connect from home today, it just spins and never loads. Appreciate any help.",Security
"Urgent: my mailbox quota. Good morning, My mailbox quota isn't syncing on my phone. Also, my mailbox quota is full and rejecting new mail. Can you take a look?",Email & Collaboration
"Question about a suspicious login. Hey, A suspicious login warning me my machine is infected. Please advise.",Security
"the guest network. Hi team, The guest network shows 'limited connectivity'. Please advise.",Network
"the laptop fan. Hi, Requesting a second monitor and a docking station for my new desk. Appreciate any help.",Hardware
"Hello, Massive slowdown across the board, work is barely possible. When can this be fixed?",Network
"Problem: the staging environment. Hey, Requesting a new S3 bucket with read-only access for the analytics group. Appreciate any help.",Cloud & Infrastructure
Problem: my security group membership. I need to be added to the 'Project-Atlas' security group to see the files. Appreciate any help.,Identity & Access
"The audio is terrible on calls, lots of echo and cutting out. Thanks in advance.",Telephony
"Help needed — a suspicious login. Hello, A suspicious login that I think is a scam. Can you take a look?",Security
"the Azure VM. The azure vm needs a new node pool added. Also, the Azure VM is stuck in 'pending'. Appreciate any help.",Cloud & Infrastructure
"Question about the meeting invite. Hey, The meeting invite shows the wrong free/busy status.",Email & Collaboration
"Question about my account. Hi team, Offboarding: please disable all access for an employee who left today. Also, my account needs to be provisioned for a new hire starting Monday. Thanks in advance.",Identity & Access
"the BI dashboard. Hey, The monthly report in the BI tool shows numbers that don't match finance. Can you take a look?",Applications
"Issue. Hi team, It takes forever to load anything since this morning. This is blocking my work.",Database
"Issue. Hi, Login fails every time even though I'm sure the password is right. Please advise.",Applications
"Urgent: the new joiner's account. Good morning, The new joiner's account needs read access to the finance share. Appreciate any help.",Identity & Access
"Problem: a distribution list. Hello, A distribution list isn't syncing on my phone. Also, a distribution list shows the wrong free/busy status. Appreciate any help.",Email & Collaboration
Help needed — the production PostgreSQL instance. A SELECT that used to take 1s now takes 40s after the last data load. When can this be fixed?,Database
"Issue with the staging environment. Please provision a new VM with 16GB RAM for the data team's pipeline. Also, the staging environment needs more memory provisioned. Let me know what's needed.",Cloud & Infrastructure
"Good morning, It says my account is locked and I can't get in.",Identity & Access
"the docking station. Hi, The docking station isn't detected when docked. Also, the docking station has several dead pixels. Can you take a look?",Hardware
"Question about the webcam. Hey, Need the SSD upgraded, I'm constantly out of disk space on this machine. Let me know what's needed.",Hardware
"Request: my calendar. Hi, Need a new shared mailbox created for the support team.",Email & Collaboration
"the OS upgrade. Hello, Please push the standard software bundle to my freshly imaged laptop. This is blocking my work.",Endpoint Management
"Urgent. Hi, Massive slowdown across the board, work is barely possible. Thanks in advance.",Network
"the guest network. Hey, Ping to the gateway is over 300ms across the whole department. Can you take a look?",Network
"Help needed — the blob storage. Hi, The blob storage won't scale up under load. Please advise.",Cloud & Infrastructure
"Issue with the autoscaling group. Hi team, The autoscaling group is stuck in 'pending'. This is blocking my work.",Cloud & Infrastructure
"Issue. Hey, Remote access isn't working, I can't reach anything internal.",Endpoint Management
"Not working. Good morning, Massive slowdown across the board, work is barely possible. Thanks in advance.",Database
"Issue with the expense app. Hello, The ERP rejects my purchase order with a validation error every time. Also, the expense app says my license has expired. Let me know what's needed.",Applications
"Performance is terrible right now, everyone is complaining.",Cloud & Infrastructure
"Help needed — the security patch. Good morning, Windows update has been stuck installing for two days, can't use the laptop. Can you take a look?",Endpoint Management
"Help needed — the call queue. Hi, The call queue has no dial tone. Also, the call queue shows the wrong caller ID. When can this be fixed?",Telephony
Urgent: the floor printer. The floor printer won't charge past 1%. Can you take a look?,Hardware
"Not working. Hey, Something errors out whenever I open my records. Please advise.",Database
Urgent: a brute-force alert. Got an alert that someone signed into my account from Brazil at 3am. Thanks in advance.,Security
"the company signature. Hi team, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Can you take a look?",Email & Collaboration
"Problem: the call queue. Good morning, Need my desk phone calls forwarded to my mobile while I travel next week. Thanks in advance.",Telephony
"Request: the call queue. Hi, Need my desk phone calls forwarded to my mobile while I travel next week. Please advise.",Telephony
"Issue. Hi team, I can't make or receive any calls since this morning. Thanks in advance.",Telephony
"Problem: a distribution list. Good morning, A distribution list shows duplicate appointments. Also, a distribution list isn't syncing on my phone.",Email & Collaboration
"Issue with the accounting software. Hi, The accounting software freezes when exporting to Excel.",Applications
"Help needed — my calendar. Good morning, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Appreciate any help.",Email & Collaboration
"the data warehouse. A SELECT that used to take 1s now takes 40s after the last data load. Also, the data warehouse is throwing deadlock errors.",Database
"Urgent: the accounting software. The accounting software shows a blank screen on the dashboard tab. Also, the accounting software freezes when exporting to Excel. When can this be fixed?",Applications
"Urgent: the office WiFi. The office wifi is extremely slow during peak hours. Also, the office WiFi drops whenever I join a video call. Appreciate any help.",Network
Issue. An error pops up and the whole thing stops working. Let me know what's needed.,Applications
"Problem: the shared mailbox. Good morning, Please add three new people to the 'all-sales' distribution list. Can you take a look?",Email & Collaboration
"Problem: my laptop. Hey, Need the SSD upgraded, I'm constantly out of disk space on this machine. Also, my laptop screen flickers constantly.",Hardware
"Urgent. Good morning, Callers say I sound broken up and then the line dies. This is blocking my work.",Telephony
"the autoscaling group. Hello, The autoscaling group needs a new node pool added. This is blocking my work.",Cloud & Infrastructure
Not working. I can't make or receive any calls since this morning. Appreciate any help.,Telephony
"Question about the autoscaling group. Hey, The autoscaling group is running at 100% CPU. When can this be fixed?",Cloud & Infrastructure
"the security patch. Hello, After the latest patch my laptop boots to a black screen. Appreciate any help.",Endpoint Management
"Question about the connection pool. Good morning, The connection pool hasn't completed since 2am.",Database
"my account. Hey, My account isn't a member of the right security group. Appreciate any help.",Identity & Access
"the nightly backup job. Hi team, The nightly backup job queries are timing out. Also, the nightly backup job is returning stale rows. Thanks in advance.",Database
"internet access. Good morning, Internet access has very high latency. Also, internet access drops whenever I join a video call. Let me know what's needed.",Network
"the antivirus alert. Hey, The antivirus alert from an unknown IP in another country. Also, the antivirus alert that I think is a scam. This is blocking my work.",Security
"Question about the security patch. Hey, Windows update has been stuck installing for two days, can't use the laptop. Thanks in advance.",Endpoint Management
"the Oracle instance. Hello, We need an index added on the customer_id column, the report is unusable. This is blocking my work.",Database
"Urgent: internet access. Hello, Internet access shows 'limited connectivity'. Also, internet access drops whenever I join a video call. Appreciate any help.",Network
"Question about the laptop battery. Hello, The laptop battery won't charge past 1%.",Hardware
Help needed — the S3 bucket. Requesting a new S3 bucket with read-only access for the analytics group. When can this be fixed?,Cloud & Infrastructure
"Urgent: my Outlook. Hi, My sent items are missing after the mailbox migration last weekend.",Email & Collaboration
"Not working. Hey, Callers say I sound broken up and then the line dies. This is blocking my work.",Telephony
Urgent: the device enrollment. The device enrollment isn't compliant in the management console. Please advise.,Endpoint Management
"Question. Hi team, My machine froze and now it won't boot properly. Thanks in advance.",Hardware
"Request: the security patch. Good morning, The security patch failed to install and rolled back. Also, the security patch removed an app I need for work. When can this be fixed?",Endpoint Management
"Issue with my headset. Hello, Requesting a second monitor and a docking station for my new desk. Let me know what's needed.",Hardware
Request: the OS upgrade. After the latest patch my laptop boots to a black screen. Appreciate any help.,Endpoint Management
"the conference room phone. Hi, Please set up a new extension and voicemail box for a new starter. Thanks in advance.",Telephony
"the ERP system. Hi team, The monthly report in the BI tool shows numbers that don't match finance. Also, the ERP system says my license has expired. Can you take a look?",Applications
"the softphone app. Hi team, The support hotline calls aren't reaching the queue, customers complain. Appreciate any help.",Telephony
"Help needed. My laptop won't turn on this morning, nothing happens at all. Can you take a look?",Endpoint Management
"Help needed. Hey, Suddenly I'm blocked from a shared resource I need for work. This is blocking my work.",Identity & Access
"the Oracle instance. Good morning, The oracle instance queries are timing out. Let me know what's needed.",Database
"Urgent: the Azure VM. Good morning, The azure vm needs a new node pool added. Also, the Azure VM is running at 100% CPU. Please advise.",Cloud & Infrastructure
"Problem: the ERP system. Good morning, Please install the latest version of the design suite on my machine. Also, the ERP system says my license has expired. Thanks in advance.",Applications
"Issue. Good morning, Permission error opening the drive, I had access last week. Thanks in advance.",Identity & Access
"Request: my extension. Good morning, My extension drops calls after a few seconds. Also, my extension isn't receiving incoming calls. This is blocking my work.",Telephony
"my account. Hello, Offboarding: please disable all access for an employee who left today. Thanks in advance.",Identity & Access
"Issue with the S3 bucket. Hi team, Requesting a new S3 bucket with read-only access for the analytics group. Thanks in advance.",Cloud & Infrastructure
"Help needed — the production PostgreSQL instance. Hey, Last night's backup failed with an I/O error and didn't retry. This is blocking my work.",Database
"Question about the software deployment. Hey, Please push the standard software bundle to my freshly imaged laptop. When can this be fixed?",Endpoint Management
Issue with my mailbox quota. Need a new shared mailbox created for the support team. Please advise.,Email & Collaboration
the timesheet tool. The ERP rejects my purchase order with a validation error every time. When can this be fixed?,Applications
"Question about my voicemail. Good morning, My voicemail has terrible audio quality. When can this be fixed?",Telephony
"Issue. Hello, Pages and reports hang for ages before anything shows up. Can you take a look?",Network
Question about the shared mailbox. The shared mailbox shows duplicate appointments. Please advise.,Email & Collaboration
"Help needed — the softphone app. Hi team, The softphone app won't let me access voicemail. Thanks in advance.",Telephony
"Urgent: the design software license. Good morning, I need a license assigned for the analytics application for a new team member. Also, the design software license is missing the latest update.",Applications
"Question about DNS resolution. Hi team, Port on the wall jack at desk B-12 seems dead, no link light. Please advise.",Network
"Request: the replication slave. Hello, Last night's backup failed with an I/O error and didn't retry. Appreciate any help.",Database
"Hi team, Can't get onto the company network from home this morning. Please advise.",Security
"Question about my laptop's Windows update. Hi, My device shows as non-compliant and I lost access to email because of it. Thanks in advance.",Endpoint Management
"Question. Hi team, An error pops up and the whole thing stops working. Please advise.",Database
"Urgent: my laptop's Windows update. Hi team, My laptop's windows update is stuck at 0% and won't finish. Also, my laptop's Windows update isn't compliant in the management console. Please advise.",Endpoint Management
"Issue with the accounting software. Hello, The accounting software is missing the latest update. Let me know what's needed.",Applications
"Question. I can't connect from home today, it just spins and never loads. Thanks in advance.",Network
"the production EC2 instance. Good morning, Please provision a new VM with 16GB RAM for the data team's pipeline.",Cloud & Infrastructure
"my desk phone. Hi team, Callers say they can hear me but I can't hear them on the softphone. Please advise.",Telephony
"Good morning, Keeps asking me to sign in again and again and never lets me through. Can you take a look?",Applications
"Help needed — a distribution list. Hi team, A distribution list shows duplicate appointments. Please advise.",Email & Collaboration
"Issue with the nightly backup job. Hi team, Restoring the staging DB from yesterday's dump for a test, can you assist. Also, the nightly backup job is running out of disk on the data volume. Can you take a look?",Database
"Request: my smartcard. Hi team, My smartcard needs read access to the finance share. Please advise.",Identity & Access
"Help needed. Hello, People can't reach me and my calls keep dropping after a second. Please advise.",Telephony
"Question about my security group membership. Hi, My security group membership needs to be provisioned for a new hire starting Monday. Thanks in advance.",Identity & Access
"Problem: the antivirus client. Hello, After the latest patch my laptop boots to a black screen. Can you take a look?",Endpoint Management
"Urgent: the laptop battery. Good morning, The laptop battery screen flickers constantly. Let me know what's needed.",Hardware
"Good morning, Login fails every time even though I'm sure the password is right. Please advise.",Security
Question. People can't reach me and my calls keep dropping after a second. Let me know what's needed.,Telephony
"the Oracle instance. Hello, We need an index added on the customer_id column, the report is unusable. Also, the Oracle instance is running out of disk on the data volume. Let me know what's needed.",Database
"Issue with the connection pool. Hi team, Last night's backup failed with an I/O error and didn't retry. Also, the connection pool queries are timing out. Appreciate any help.",Database
"Help needed — the meeting invite. Hi team, The meeting invite lost access for half the team. This is blocking my work.",Email & Collaboration
"Problem: the external monitor. Hi team, Need the SSD upgraded, I'm constantly out of disk space on this machine. Please advise.",Hardware
Help needed. Laptop restarts on its own in the middle of my work. Let me know what's needed.,Endpoint Management
Issue. Can't get onto the company network from home this morning. Can you take a look?,Endpoint Management
"Problem. Hello, I got a weird email asking me to log in and confirm my password. Let me know what's needed.",Email & Collaboration
Urgent: the CI/CD runner. The ci/cd runner ran out of disk and crashed.,Cloud & Infrastructure
"the SharePoint site. Hello, Need a new shared mailbox created for the support team. This is blocking my work.",Email & Collaboration
"Problem: the software deployment. Good morning, My device shows as non-compliant and I lost access to email because of it. Also, the software deployment isn't compliant in the management console. When can this be fixed?",Endpoint Management
"Issue with the design software license. Hello, I need a license assigned for the analytics application for a new team member.",Applications
"Problem: DNS resolution. Hello, Dns resolution is extremely slow during peak hours. Thanks in advance.",Network
"Question about a suspicious login. Hi team, A suspicious login blocking a legitimate vendor.",Security
"Question about the production EC2 instance. Hey, The production ec2 instance is running at 100% CPU. This is blocking my work.",Cloud & Infrastructure
"Issue with the company VPN client install. Please push the standard software bundle to my freshly imaged laptop. Also, the company VPN client install is forcing a restart in the middle of meetings. Appreciate any help.",Endpoint Management
"Issue. My laptop won't turn on this morning, nothing happens at all. Let me know what's needed.",Hardware
"Problem: the Teams channel. Good morning, Need a new shared mailbox created for the support team. When can this be fixed?",Email & Collaboration
"Problem: a stored procedure. Hi, A stored procedure is running out of disk on the data volume.",Database
"the expense app. Good morning, I need a license assigned for the analytics application for a new team member. When can this be fixed?",Applications
"Problem: my extension. Hey, My extension isn't receiving incoming calls. Also, my extension drops calls after a few seconds. This is blocking my work.",Telephony
"Issue with my keyboard. Hi, My keyboard makes a clicking noise on startup. Let me know what's needed.",Hardware
"Question. Good morning, Can't get onto the company network from home this morning. Appreciate any help.",Network
"Urgent. Hi team, It won't accept my credentials since the weekend. Let me know what's needed.",Identity & Access
"Issue with the blob storage. Hey, The blob storage ran out of disk and crashed. Also, the blob storage returns 503 behind the load balancer. Thanks in advance.",Cloud & Infrastructure
"Hey, Pages and reports hang for ages before anything shows up. Can you take a look?",Database
"the MFA app. Hi, The mfa app needs read access to the finance share. Please advise.",Identity & Access
"Hi, Performance is terrible right now, everyone is complaining. Appreciate any help.",Database
"Request: the data warehouse. Hello, The data warehouse is returning stale rows.",Database
"Hi, My machine froze and now it won't boot properly. Thanks in advance.",Endpoint Management
Urgent: an expired TLS certificate. Got an alert that someone signed into my account from Brazil at 3am. Please advise.,Security
"Help needed. Hey, Massive slowdown across the board, work is barely possible. When can this be fixed?",Network
"my extension. Good morning, My extension drops calls after a few seconds. Please advise.",Telephony
"the nightly backup job. Hi, The nightly backup job is throwing deadlock errors. Please advise.",Database
"Problem: my password. Good morning, My password needs to be provisioned for a new hire starting Monday. Also, my password should be disabled, the person left. Let me know what's needed.",Identity & Access
"Question about the data warehouse. Hey, Last night's backup failed with an I/O error and didn't retry. Also, the data warehouse queries are timing out. Appreciate any help.",Database
"Request: the company VPN client install. The company vpn client install failed to install and rolled back. Also, the company VPN client install removed an app I need for work. Please advise.",Endpoint Management
"Question about the OS upgrade. Hi, The os upgrade removed an app I need for work. Also, the OS upgrade removed an app I need for work. Let me know what's needed.",Endpoint Management
"the expense app. Good morning, The ERP rejects my purchase order with a validation error every time. Also, the expense app shows a blank screen on the dashboard tab. Please advise.",Applications
"Good morning, I got a weird email asking me to log in and confirm my password. Thanks in advance.",Security
"my extension. Good morning, Callers say they can hear me but I can't hear them on the softphone.",Telephony
Help needed — access to the finance folder. Offboarding: please disable all access for an employee who left today. Thanks in advance.,Identity & Access
"Issue. Hi, It keeps failing with an error message I don't understand. When can this be fixed?",Database
"Problem: my laptop. Hi team, Need the SSD upgraded, I'm constantly out of disk space on this machine. This is blocking my work.",Hardware
"Issue with the VPN. Hi team, The vpn keeps dropping every few minutes. Also, the VPN keeps dropping every few minutes. Let me know what's needed.",Network
"Question about the guest network. Hi, Cannot reach internal servers from the 4th floor since this morning. Also, the guest network drops whenever I join a video call. Appreciate any help.",Network
"Help needed. Hello, Laptop restarts on its own in the middle of my work. Appreciate any help.",Hardware
"the OS upgrade. Hello, My device shows as non-compliant and I lost access to email because of it. This is blocking my work.",Endpoint Management
"Not working. Hey, Performance is terrible right now, everyone is complaining. When can this be fixed?",Cloud & Infrastructure
"my extension. Hello, My extension needs to be forwarded to my mobile. This is blocking my work.",Telephony
"Help needed — my desk phone. Hi, The support hotline calls aren't reaching the queue, customers complain. Can you take a look?",Telephony
"Urgent. Hi team, From home I can't connect to any internal systems at all. Let me know what's needed.",Endpoint Management
"Urgent: a possible malware infection. Hi, A possible malware infection that quarantined my file. Thanks in advance.",Security
"Issue with the internal HR portal. Hello, Please install the latest version of the design suite on my machine. Thanks in advance.",Applications
"Problem: my extension. Hi team, My extension needs to be forwarded to my mobile. Let me know what's needed.",Telephony
"Urgent. Good morning, The screen keeps going black and I have to restart constantly. Appreciate any help.",Hardware
"Hi team, After this morning my laptop just isn't behaving normally.",Endpoint Management
"Urgent. Hi, People can't reach me and my calls keep dropping after a second.",Telephony
Issue with my desk phone. Callers say they can hear me but I can't hear them on the softphone. Can you take a look?,Telephony
"Question about a flagged attachment. Hi, Please review whether this attachment is safe before I open it. Also, a flagged attachment warning me my machine is infected. When can this be fixed?",Security
"Issue with the docking station. Need the SSD upgraded, I'm constantly out of disk space on this machine.",Hardware
"Issue with the floor printer. Hi, The floor printer makes a clicking noise on startup. Also, the floor printer has several dead pixels. Thanks in advance.",Hardware
"Urgent: my extension. Hey, Need my desk phone calls forwarded to my mobile while I travel next week. Please advise.",Telephony
"Request: the S3 bucket. Hi, The s3 bucket needs more memory provisioned. Also, the S3 bucket returns 503 behind the load balancer. Thanks in advance.",Cloud & Infrastructure
"the webcam. Hello, Need the SSD upgraded, I'm constantly out of disk space on this machine. When can this be fixed?",Hardware
"Issue with the floor printer. Hello, Requesting a second monitor and a docking station for my new desk. This is blocking my work.",Hardware
"the conference room phone. Hello, Please set up a new extension and voicemail box for a new starter.",Telephony
"Problem. Hi, I can't make or receive any calls since this morning. Thanks in advance.",Telephony
"Issue with the OS upgrade. Hey, The os upgrade removed an app I need for work. Can you take a look?",Endpoint Management
"the conference room phone. Hello, The conference room phone isn't receiving incoming calls.",Telephony
"the OS upgrade. Hello, The os upgrade is forcing a restart in the middle of meetings. When can this be fixed?",Endpoint Management
"Problem: my password. Hello, My password isn't a member of the right security group.",Identity & Access
"Help needed — the docking station. Hey, The docking station makes a clicking noise on startup.",Hardware
Urgent. It takes forever to load anything since this morning.,Cloud & Infrastructure
Urgent. I got a weird email asking me to log in and confirm my password. Thanks in advance.,Email & Collaboration
"Issue. Hi team, After this morning my laptop just isn't behaving normally. Let me know what's needed.",Hardware
"the Teams channel. Hi, Need a new shared mailbox created for the support team. Can you take a look?",Email & Collaboration
"Question about the accounting software. Hi team, Please install the latest version of the design suite on my machine. Please advise.",Applications
"Help needed. Hi team, Callers say I sound broken up and then the line dies. Thanks in advance.",Telephony
"Problem: the accounting software. Hi, The accounting software says my license has expired. Thanks in advance.",Applications
"Hey, It says my account is locked and I can't get in. This is blocking my work.",Email & Collaboration
"Urgent: the CRM. Hey, The crm shows a blank screen on the dashboard tab. Please advise.",Applications
"Urgent. Hi, I'm completely locked out and can't start my day. Thanks in advance.",Email & Collaboration
"Issue. Hi team, It won't accept my credentials since the weekend. Please advise.",Applications
"Problem: the external monitor. Good morning, The external monitor makes a clicking noise on startup. This is blocking my work.",Hardware
"Question about the security patch. Hello, The security patch failed to install and rolled back. Also, the security patch removed an app I need for work. Please advise.",Endpoint Management
"Issue with the Teams channel. Hey, Please add three new people to the 'all-sales' distribution list. When can this be fixed?",Email & Collaboration
"Issue. Things are crawling and timing out, was fine yesterday. Thanks in advance.",Network
"Question about the blob storage. Good morning, The blob storage is stuck in 'pending'. Thanks in advance.",Cloud & Infrastructure
"Urgent: the SharePoint site. Cannot book the 5th floor meeting room, it doesn't appear in the room list. Also, the SharePoint site shows the wrong free/busy status. Thanks in advance.",Email & Collaboration
"Issue with the conference room phone. Good morning, The conference room phone needs to be forwarded to my mobile. Also, the conference room phone has no dial tone.",Telephony
"Urgent. Hey, My laptop won't turn on this morning, nothing happens at all. This is blocking my work.",Hardware
my account. My account needs to be provisioned for a new hire starting Monday. Appreciate any help.,Identity & Access
"my password. Hey, Offboarding: please disable all access for an employee who left today. Also, my password isn't a member of the right security group. Appreciate any help.",Identity & Access
the S3 bucket. The s3 bucket returns 503 behind the load balancer. Appreciate any help.,Cloud & Infrastructure
"Issue with the orders table. Hi, The orders table queries are timing out.",Database
"Question about a suspicious login. Hi, A suspicious login that I think is a scam. Thanks in advance.",Security
Help needed. It says access denied when I try to open the team folder. This is blocking my work.,Identity & Access
"Question about the contractor account. The contractor account lost access after the reorg. Also, the contractor account lost access after the reorg. Please advise.",Identity & Access
"Request: a suspicious login. Hi team, Reporting a colleague's account that is sending spam to the whole company. Also, a suspicious login warning me my machine is infected. Let me know what's needed.",Security
"Urgent: my password. Hi team, My password needs read access to the finance share. This is blocking my work.",Identity & Access
Problem: the antivirus client. The antivirus client is stuck at 0% and won't finish. Can you take a look?,Endpoint Management
Request: my extension. My extension won't let me access voicemail. Please advise.,Telephony
"Urgent. Hi team, It takes forever to load anything since this morning. Let me know what's needed.",Cloud & Infrastructure
"Help needed. Hello, My machine froze and now it won't boot properly. This is blocking my work.",Hardware
"Issue. Hi, After this morning my laptop just isn't behaving normally. Thanks in advance.",Hardware
"Help needed. Hi, Response times are awful today and it keeps stalling.",Cloud & Infrastructure
"Issue. Good morning, The screen keeps going black and I have to restart constantly. Can you take a look?",Hardware
"the webcam. Hi team, The webcam makes a clicking noise on startup. Thanks in advance.",Hardware
"Good morning, Things are crawling and timing out, was fine yesterday. Please advise.",Network
"the shared drive permissions. The shared drive permissions should be disabled, the person left. Also, the shared drive permissions needs read access to the finance share. Thanks in advance.",Identity & Access
"a possible malware infection. Got an alert that someone signed into my account from Brazil at 3am. Also, a possible malware infection that I think is a scam. Appreciate any help.",Security
"Issue. Hi, My password doesn't work anymore and I'm stuck outside. Can you take a look?",Email & Collaboration
"Hey, Keeps asking me to sign in again and again and never lets me through. Thanks in advance.",Applications
"Help needed — the timesheet tool. Hello, The timesheet tool says my license has expired.",Applications
"Hey, Response times are awful today and it keeps stalling. Can you take a look?",Cloud & Infrastructure
"Request: the shared drive permissions. Hello, The shared drive permissions needs admin rights for the deployment tool. Please advise.",Identity & Access
"Urgent: the connection pool. Good morning, Last night's backup failed with an I/O error and didn't retry. Let me know what's needed.",Database
"Not working. Hi, Can't get onto the company network from home this morning. Let me know what's needed.",Network
"Problem: the ERP system. Hi team, The erp system says my license has expired. Appreciate any help.",Applications
"the VLAN on floor 3. Hey, Site-to-site tunnel between HQ and the warehouse is down. This is blocking my work.",Network
"Urgent. Good morning, Performance is terrible right now, everyone is complaining. Can you take a look?",Cloud & Infrastructure
"the replication slave. Hello, A SELECT that used to take 1s now takes 40s after the last data load.",Database
"Issue with the DLP policy. Hi team, The dlp policy that looks like account takeover. Please advise.",Security
"Problem: the production PostgreSQL instance. Hi team, The production postgresql instance hasn't completed since 2am. When can this be fixed?",Database
"Problem: the antivirus alert. Hello, The antivirus alert blocking a legitimate vendor. Also, the antivirus alert warning me my machine is infected. Please advise.",Security
"Request: a possible malware infection. Good morning, I clicked a link in an email before realising it was fake, what should I do. Also, a possible malware infection warning me my machine is infected. When can this be fixed?",Security
"Help needed — the shared mailbox. Hi team, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Also, the shared mailbox shows the wrong free/busy status. Can you take a look?",Email & Collaboration
"Question. Good morning, Keeps asking me to sign in again and again and never lets me through. When can this be fixed?",Applications
"Problem: the expense app. Hello, I need a license assigned for the analytics application for a new team member. This is blocking my work.",Applications
"Urgent: my headset. Hello, Need the SSD upgraded, I'm constantly out of disk space on this machine. Also, my headset won't charge past 1%. This is blocking my work.",Hardware
"Request: the BI dashboard. Good morning, The ERP rejects my purchase order with a validation error every time. Also, the BI dashboard needs to be installed on my new laptop. Can you take a look?",Applications
"Issue with disk encryption (BitLocker). Hello, Please push the standard software bundle to my freshly imaged laptop.",Endpoint Management
"my Outlook. Good morning, Please add three new people to the 'all-sales' distribution list. Also, my Outlook shows duplicate appointments. Thanks in advance.",Email & Collaboration
"Help needed — the VPN. The vpn has very high latency. Also, the VPN has very high latency.",Network
"Issue. Hello, Response times are awful today and it keeps stalling. Thanks in advance.",Network
"Question. Hey, An error pops up and the whole thing stops working. When can this be fixed?",Applications
"Problem. Hello, My password doesn't work anymore and I'm stuck outside. Thanks in advance.",Applications
"Issue with the company signature. Hello, The company signature shows duplicate appointments. Thanks in advance.",Email & Collaboration
"a phishing email. Good morning, Got an alert that someone signed into my account from Brazil at 3am. Can you take a look?",Security
"Urgent. Hi team, Getting an unexpected error and I can't continue with my task. When can this be fixed?",Database
"my password. Hey, New employee starts Monday and needs accounts and group access set up. Also, my password lost access after the reorg. Thanks in advance.",Identity & Access
"Help needed — the connection pool. Hi team, The connection pool is returning stale rows. Also, the connection pool queries are timing out.",Database
"the shared drive permissions. Hi, The shared drive permissions lost access after the reorg. Also, the shared drive permissions isn't a member of the right security group. Let me know what's needed.",Identity & Access
"Urgent: the internal HR portal. Hi team, Please install the latest version of the design suite on my machine. When can this be fixed?",Applications
"Help needed. Hello, My password doesn't work anymore and I'm stuck outside. Please advise.",Identity & Access
"Help needed — the DLP policy. Hi, Reporting a colleague's account that is sending spam to the whole company. Appreciate any help.",Security
"Help needed — the laptop battery. Good morning, The laptop battery won't charge past 1%. Thanks in advance.",Hardware
"Problem: the production PostgreSQL instance. Hey, A SELECT that used to take 1s now takes 40s after the last data load. Can you take a look?",Database
"Problem: the blob storage. Hi, The blob storage returns 503 behind the load balancer. When can this be fixed?",Cloud & Infrastructure
"Request: the conference room phone. Good morning, The conference room phone isn't receiving incoming calls. Please advise.",Telephony
"the Teams channel. Hello, The teams channel isn't receiving external email. Also, the Teams channel is full and rejecting new mail. Please advise.",Email & Collaboration
"Issue with my laptop's Windows update. Hi, After the latest patch my laptop boots to a black screen. Please advise.",Endpoint Management
"Urgent. Hello, It says my account is locked and I can't get in. This is blocking my work.",Identity & Access
"Issue with the reporting database. Hey, The reporting database queries are timing out. Thanks in advance.",Database
"Help needed — the blob storage. Hello, Requesting a new S3 bucket with read-only access for the analytics group. Also, the blob storage needs a new node pool added. When can this be fixed?",Cloud & Infrastructure
"the connection pool. Hey, The connection pool is running out of disk on the data volume. When can this be fixed?",Database
"Question about the data warehouse. Good morning, A SELECT that used to take 1s now takes 40s after the last data load. Appreciate any help.",Database
